node,pagerank
175,0.000194
176,0.000185
177,0.000186
178,0.000180
179,0.000185
180,0.000187
181,0.000177
182,0.000179
183,0.000181
184,0.000176
185,0.000174
186,0.000188
187,0.000173
188,0.000172
189,0.000180
190,0.000172
191,0.000178
192,0.000175
193,0.000185
194,0.000177
195,0.000182
196,0.000179
197,0.000174
198,0.000183
199,0.000173
200,0.000179
201,0.000181
202,0.000190
203,0.000175
204,0.000193
205,0.000179
206,0.000173
207,0.000186
208,0.000199
209,0.000183
210,0.000177
211,0.000184
212,0.000180
213,0.000184
214,0.000188
215,0.000185
216,0.000179
217,0.000191
218,0.000187
219,0.000184
220,0.000194
221,0.000179
222,0.000178
223,0.000190
224,0.000182
225,0.000191
226,0.000174
227,0.000190
228,0.000192
229,0.000173
230,0.000182
231,0.000193
232,0.000180
233,0.000193
234,0.000187
235,0.000201
236,0.000186
237,0.000188
238,0.000199
239,0.000177
240,0.000190
241,0.000174
242,0.000197
243,0.000192
244,0.000192
245,0.000199
246,0.000191
247,0.000197
248,0.000189
249,0.000195
250,0.000183
251,0.000197
252,0.000192
253,0.000191
254,0.000189
255,0.000187
256,0.000199
257,0.000196
258,0.000196
259,0.000191
260,0.000191
261,0.000187
262,0.000186
263,0.000200
264,0.000198
265,0.000184
266,0.000193
267,0.000190
268,0.000193
269,0.000189
270,0.000190
271,0.000209
272,0.000186
273,0.000189
274,0.000201
275,0.000204
276,0.000178
277,0.000185
278,0.000213
279,0.000194
280,0.000197
281,0.000210
282,0.000194
283,0.000194
284,0.000204
285,0.000195
286,0.000206
287,0.000200
288,0.000201
289,0.000205
290,0.000209
291,0.000202
292,0.000198
293,0.000188
294,0.000204
295,0.000194
296,0.000187
297,0.000201
298,0.000213
299,0.000201
300,0.000185
301,0.000191
302,0.000213
303,0.000200
304,0.000213
305,0.000226
306,0.000196
307,0.000220
308,0.000207
309,0.000201
310,0.000205
311,0.000206
312,0.000194
313,0.000204
314,0.000242
315,0.000214
316,0.000214
317,0.000214
318,0.000198
319,0.000216
320,0.000216
321,0.000218
322,0.000215
323,0.000204
324,0.000236
325,0.000191
326,0.000223
327,0.000221
328,0.000217
329,0.000244
330,0.000214
331,0.000208
332,0.000197
333,0.000224
334,0.000203
335,0.000217
336,0.000209
337,0.000212
338,0.000212
339,0.000209
340,0.000222
341,0.000227
342,0.000213
343,0.000224
344,0.000224
345,0.000224
346,0.000217
347,0.000221
348,0.000203
349,0.000219
350,0.000233
351,0.000232
352,0.000199
353,0.000213
354,0.000204
355,0.000211
356,0.000224
357,0.000213
358,0.000223
359,0.000209
360,0.000215
361,0.000210
362,0.000218
363,0.000213
364,0.000215
365,0.000230
366,0.000237
367,0.000228
368,0.000234
369,0.000232
370,0.000211
371,0.000204
372,0.000227
373,0.000211
374,0.000218
375,0.000219
376,0.000230
377,0.000223
378,0.000220
379,0.000222
380,0.000217
381,0.000225
382,0.000238
383,0.000212
384,0.000224
385,0.000228
386,0.000222
387,0.000233
388,0.000239
389,0.000243
390,0.000209
391,0.000241
392,0.000223
393,0.000222
394,0.000244
395,0.000238
396,0.000220
397,0.000226
398,0.000225
399,0.000236
400,0.000220
401,0.000236
402,0.000224
403,0.000218
404,0.000228
405,0.000219
406,0.000269
407,0.000216
408,0.000233
409,0.000223
410,0.000251
411,0.000237
412,0.000213
413,0.000233
414,0.000247
415,0.000242
416,0.000250
417,0.000251
418,0.000244
419,0.000241
420,0.000287
421,0.000249
422,0.000237
423,0.000237
424,0.000227
425,0.000220
426,0.000225
427,0.000261
428,0.000235
429,0.000261
430,0.000259
431,0.000269
432,0.000253
433,0.000272
434,0.000238
435,0.000233
436,0.000216
437,0.000216
438,0.000233
439,0.000238
440,0.000234
441,0.000225
442,0.000255
443,0.000228
444,0.000225
445,0.000257
446,0.000246
447,0.000279
448,0.000242
449,0.000234
450,0.000237
451,0.000215
452,0.000252
453,0.000269
454,0.000261
455,0.000259
456,0.000249
457,0.000255
458,0.000214
459,0.000252
460,0.000241
461,0.000233
462,0.000216
463,0.000241
464,0.000276
465,0.000282
466,0.000250
467,0.000259
468,0.000277
469,0.000252
470,0.000261
471,0.000278
472,0.000281
473,0.000251
474,0.000269
475,0.000270
476,0.000271
477,0.000258
478,0.000231
479,0.000252
480,0.000275
481,0.000246
482,0.000260
483,0.000250
484,0.000258
485,0.000269
486,0.000263
487,0.000264
488,0.000279
489,0.000261
490,0.000298
491,0.000258
492,0.000243
493,0.000284
494,0.000292
495,0.000244
496,0.000275
497,0.000268
498,0.000247
499,0.000278
500,0.000241
501,0.000252
502,0.000286
503,0.000298
504,0.000277
505,0.000239
506,0.000269
507,0.000265
508,0.000243
509,0.000285
510,0.000289
511,0.000263
512,0.000305
513,0.000273
514,0.000279
515,0.000290
516,0.000285
517,0.000274
518,0.000281
519,0.000304
520,0.000264
521,0.000286
522,0.000268
523,0.000272
524,0.000278
525,0.000275
526,0.000298
527,0.000312
528,0.000311
529,0.000276
530,0.000258
531,0.000272
532,0.000297
533,0.000285
534,0.000243
535,0.000289
536,0.000304
537,0.000277
538,0.000298
539,0.000303
540,0.000285
541,0.000275
542,0.000297
543,0.000287
544,0.000268
545,0.000318
546,0.000294
547,0.000273
548,0.000305
549,0.000288
550,0.000314
551,0.000310
552,0.000308
553,0.000281
554,0.000307
555,0.000310
556,0.000281
557,0.000308
558,0.000305
559,0.000301
560,0.000278
561,0.000302
562,0.000307
563,0.000286
564,0.000299
565,0.000305
566,0.000316
567,0.000299
568,0.000321
569,0.000307
570,0.000316
571,0.000319
572,0.000293
573,0.000285
574,0.000298
575,0.000312
576,0.000290
577,0.000343
578,0.000319
579,0.000327
580,0.000336
581,0.000317
582,0.000373
583,0.000301
584,0.000294
585,0.000291
586,0.000317
587,0.000304
588,0.000317
589,0.000304
590,0.000337
591,0.000325
592,0.000364
593,0.000304
594,0.000364
595,0.000276
596,0.000346
597,0.000319
598,0.000287
599,0.000308
600,0.000337
601,0.000301
602,0.000337
603,0.000327
604,0.000291
605,0.000313
606,0.000325
607,0.000286
608,0.000301
609,0.000318
610,0.000272
611,0.000309
612,0.000352
613,0.000326
614,0.000314
615,0.000380
616,0.000328
617,0.000351
618,0.000320
619,0.000368
620,0.000360
621,0.000335
622,0.000395
623,0.000312
624,0.000292
625,0.000327
626,0.000336
627,0.000327
628,0.000322
629,0.000323
630,0.000353
631,0.000330
632,0.000332
633,0.000396
634,0.000325
635,0.000348
636,0.000356
637,0.000342
638,0.000378
639,0.000310
640,0.000362
641,0.000385
642,0.000323
643,0.000428
644,0.000383
645,0.000356
646,0.000341
647,0.000373
648,0.000330
649,0.000378
650,0.000404
651,0.000367
652,0.000323
653,0.000339
654,0.000344
655,0.000352
656,0.000356
657,0.000414
658,0.000342
659,0.000382
660,0.000350
661,0.000430
662,0.000403
663,0.000421
664,0.000339
665,0.000356
666,0.000374
667,0.000405
668,0.000371
669,0.000414
670,0.000354
671,0.000465
672,0.000373
673,0.000431
674,0.000352
675,0.000343
676,0.000369
677,0.000330
678,0.000387
679,0.000385
680,0.000450
681,0.000377
682,0.000346
683,0.000422
684,0.000356
685,0.000453
686,0.000382
687,0.000394
688,0.000411
689,0.000438
690,0.000436
691,0.000382
692,0.000389
693,0.000459
694,0.000412
695,0.000409
696,0.000406
697,0.000486
698,0.000426
699,0.000408
700,0.000361
701,0.000342
702,0.000413
703,0.000427
704,0.000435
705,0.000400
706,0.000399
707,0.000405
708,0.000459
709,0.000489
710,0.000464
711,0.000416
712,0.000476
713,0.000417
714,0.000414
715,0.000466
716,0.000409
717,0.000425
718,0.000511
719,0.000431
720,0.000473
721,0.000430
722,0.000440
723,0.000466
724,0.000456
725,0.000400
726,0.000445
727,0.000408
728,0.000412
729,0.000434
730,0.000460
731,0.000533
732,0.000471
733,0.000440
734,0.000521
735,0.000435
736,0.000403
737,0.000474
738,0.000482
739,0.000442
740,0.000566
741,0.000491
742,0.000504
743,0.000504
744,0.000446
745,0.000475
746,0.000478
747,0.000488
748,0.000468
749,0.000523
750,0.000498
751,0.000537
752,0.000552
753,0.000553
754,0.000502
755,0.000529
756,0.000580
757,0.000538
758,0.000438
759,0.000519
760,0.000468
761,0.000604
762,0.000504
763,0.000658
764,0.000449
765,0.000528
766,0.000431
767,0.000476
768,0.000593
769,0.000496
770,0.000561
771,0.000447
772,0.000594
773,0.000596
774,0.000543
775,0.000551
776,0.000630
777,0.000536
778,0.000515
779,0.000664
780,0.000598
781,0.000551
782,0.000569
783,0.000413
784,0.000644
785,0.000605
786,0.000460
787,0.000535
788,0.000626
789,0.000517
790,0.000553
791,0.000525
792,0.000608
793,0.000678
794,0.000565
795,0.000583
796,0.000610
797,0.000605
798,0.000681
799,0.000602
800,0.000520
801,0.000619
802,0.000659
803,0.000512
804,0.000487
805,0.000483
806,0.000554
807,0.000511
808,0.000669
809,0.000686
810,0.000776
811,0.000654
812,0.000498
813,0.000613
814,0.000577
815,0.000545
816,0.000740
817,0.000670
818,0.000676
819,0.000704
820,0.000846
821,0.000509
822,0.000551
823,0.000580
824,0.000774
825,0.000493
826,0.000613
827,0.000610
828,0.000895
829,0.000656
830,0.000662
831,0.000737
832,0.000744
833,0.000604
834,0.000680
835,0.000679
836,0.000642
837,0.000737
838,0.000665
839,0.000751
840,0.001031
841,0.000674
842,0.000673
843,0.000635
844,0.000897
845,0.000674
846,0.000619
847,0.000766
848,0.000643
849,0.000714
850,0.000772
851,0.000819
852,0.000615
853,0.000932
854,0.000923
855,0.000908
856,0.000803
857,0.000797
858,0.000782
859,0.000816
860,0.000875
861,0.000701
862,0.000852
863,0.000785
864,0.001001
865,0.000929
866,0.000737
867,0.000689
868,0.000735
869,0.001004
870,0.000566
871,0.000879
872,0.000880
873,0.000771
874,0.000834
875,0.000930
876,0.001072
877,0.000902
878,0.001118
879,0.001012
880,0.001075
881,0.001121
882,0.001166
883,0.000753
884,0.000711
885,0.000843
886,0.000737
887,0.001120
888,0.000807
889,0.001136
890,0.000843
891,0.001151
892,0.000972
893,0.001077
894,0.000856
895,0.001221
896,0.001040
897,0.001028
898,0.001040
899,0.001080
900,0.001112
901,0.000755
902,0.001098
903,0.001058
904,0.001219
905,0.001128
906,0.001109
907,0.001376
908,0.000951
909,0.001354
910,0.001283
911,0.001428
912,0.001199
913,0.001293
914,0.001242
915,0.001099
916,0.001443
917,0.001301
918,0.001143
919,0.000993
920,0.001650
921,0.001691
922,0.001337
923,0.001149
924,0.001722
925,0.001144
926,0.001370
927,0.000870
928,0.001845
929,0.001819
930,0.001216
931,0.001632
932,0.001305
933,0.001717
934,0.001613
935,0.001479
936,0.001123
937,0.001190
938,0.002223
939,0.001377
940,0.001218
941,0.001583
942,0.001212
943,0.002026
944,0.001799
945,0.001559
946,0.001681
947,0.001746
948,0.001159
949,0.001821
950,0.002685
951,0.001712
952,0.002066
953,0.002967
954,0.003469
955,0.001942
956,0.003705
957,0.001786
958,0.002089
959,0.001991
960,0.002022
961,0.003039
962,0.002039
963,0.002157
964,0.002633
965,0.003002
966,0.004064
967,0.002434
968,0.002621
969,0.002966
970,0.002072
971,0.002888
972,0.004409
973,0.002680
974,0.002584
975,0.002349
976,0.003795
977,0.002144
978,0.003621
979,0.002609
980,0.002782
981,0.007381
982,0.006157
983,0.004381
984,0.004448
985,0.004513
986,0.002766
987,0.006525
988,0.004241
989,0.011848
990,0.006346
991,0.004826
992,0.003685
993,0.005669
994,0.006710
995,0.005273
996,0.021082
997,0.014212
998,0.017590
999,0.010719
