node,pagerank
175,0.000150
176,0.000182
177,0.000150
178,0.000150
179,0.000176
180,0.000150
181,0.000150
182,0.000150
183,0.000150
184,0.000150
185,0.000150
186,0.000193
187,0.000150
188,0.000225
189,0.000150
190,0.000150
191,0.000150
192,0.000150
193,0.000150
194,0.000150
195,0.000150
196,0.000514
197,0.000150
198,0.000214
199,0.000150
200,0.000150
201,0.000150
202,0.000150
203,0.000150
204,0.000150
205,0.000150
206,0.000150
207,0.000150
208,0.000150
209,0.000150
210,0.000150
211,0.000150
212,0.000150
213,0.000150
214,0.000150
215,0.000278
216,0.000150
217,0.000182
218,0.000150
219,0.000150
220,0.000150
221,0.000150
222,0.000150
223,0.000150
224,0.000150
225,0.000150
226,0.000150
227,0.000150
228,0.000150
229,0.000193
230,0.000150
231,0.000278
232,0.000150
233,0.000150
234,0.000150
235,0.000150
236,0.000278
237,0.000150
238,0.000150
239,0.000150
240,0.000214
241,0.000150
242,0.000150
243,0.000150
244,0.000150
245,0.000150
246,0.000241
247,0.000150
248,0.000150
249,0.000405
250,0.000150
251,0.000150
252,0.000150
253,0.000150
254,0.000150
255,0.000150
256,0.000193
257,0.000150
258,0.000150
259,0.000150
260,0.000150
261,0.000150
262,0.000150
263,0.000150
264,0.000150
265,0.000150
266,0.000150
267,0.000150
268,0.000278
269,0.000150
270,0.000150
271,0.000193
272,0.000150
273,0.000150
274,0.000150
275,0.000150
276,0.000150
277,0.000150
278,0.000150
279,0.000150
280,0.000150
281,0.000150
282,0.000150
283,0.000150
284,0.000150
285,0.000214
286,0.000150
287,0.000278
288,0.000150
289,0.000150
290,0.000150
291,0.000150
292,0.000150
293,0.000150
294,0.000150
295,0.000150
296,0.000150
297,0.000150
298,0.000150
299,0.000150
300,0.000150
301,0.000150
302,0.000150
303,0.000150
304,0.000214
305,0.000278
306,0.000150
307,0.000342
308,0.000150
309,0.000150
310,0.000150
311,0.000211
312,0.000182
313,0.000150
314,0.000193
315,0.000150
316,0.000150
317,0.000150
318,0.000150
319,0.000239
320,0.000150
321,0.000278
322,0.000182
323,0.000150
324,0.000150
325,0.000150
326,0.000150
327,0.000150
328,0.000150
329,0.000150
330,0.000278
331,0.000150
332,0.000150
333,0.000214
334,0.000150
335,0.000396
336,0.000150
337,0.000150
338,0.000150
339,0.000150
340,0.000150
341,0.000150
342,0.000150
343,0.000150
344,0.000235
345,0.000150
346,0.000150
347,0.000214
348,0.000278
349,0.000150
350,0.000150
351,0.000214
352,0.000214
353,0.000278
354,0.000310
355,0.000150
356,0.000150
357,0.000150
358,0.000150
359,0.000150
360,0.000150
361,0.000150
362,0.000150
363,0.000193
364,0.000305
365,0.000257
366,0.000150
367,0.000150
368,0.000278
369,0.000150
370,0.000278
371,0.000150
372,0.000278
373,0.000386
374,0.000150
375,0.000150
376,0.000150
377,0.000278
378,0.000150
379,0.000150
380,0.000150
381,0.000214
382,0.000150
383,0.000150
384,0.000150
385,0.000150
386,0.000150
387,0.000150
388,0.000214
389,0.000214
390,0.000150
391,0.000150
392,0.000369
393,0.000150
394,0.000150
395,0.000342
396,0.000150
397,0.000150
398,0.000150
399,0.000150
400,0.000150
401,0.000342
402,0.000150
403,0.000278
404,0.000150
405,0.000150
406,0.000193
407,0.000150
408,0.000150
409,0.000150
410,0.000268
411,0.000150
412,0.000150
413,0.000150
414,0.000150
415,0.000442
416,0.000150
417,0.000150
418,0.000150
419,0.000150
420,0.000150
421,0.000150
422,0.000150
423,0.000241
424,0.000193
425,0.000150
426,0.000150
427,0.000182
428,0.000150
429,0.000226
430,0.000214
431,0.000214
432,0.000150
433,0.000150
434,0.000278
435,0.000150
436,0.000278
437,0.000150
438,0.000150
439,0.000380
440,0.000150
441,0.000150
442,0.000182
443,0.000150
444,0.000150
445,0.000150
446,0.000150
447,0.000150
448,0.000150
449,0.000193
450,0.000150
451,0.000150
452,0.000214
453,0.000150
454,0.000241
455,0.000150
456,0.000150
457,0.000214
458,0.000150
459,0.000193
460,0.000282
461,0.000150
462,0.000214
463,0.000150
464,0.000278
465,0.000278
466,0.000150
467,0.000150
468,0.000342
469,0.000241
470,0.000150
471,0.000150
472,0.000278
473,0.000150
474,0.000150
475,0.000226
476,0.000150
477,0.000150
478,0.000150
479,0.000150
480,0.000150
481,0.000150
482,0.000150
483,0.000150
484,0.000332
485,0.000150
486,0.000278
487,0.000150
488,0.000332
489,0.000331
490,0.000193
491,0.000460
492,0.000278
493,0.000278
494,0.000193
495,0.000150
496,0.000150
497,0.000150
498,0.000214
499,0.000342
500,0.000150
501,0.000150
502,0.000150
503,0.000214
504,0.000150
505,0.000150
506,0.000278
507,0.000214
508,0.000150
509,0.000150
510,0.000150
511,0.000241
512,0.000193
513,0.000211
514,0.000214
515,0.000193
516,0.000150
517,0.000150
518,0.000150
519,0.000363
520,0.000150
521,0.000150
522,0.000193
523,0.000311
524,0.000278
525,0.000314
526,0.000150
527,0.000278
528,0.000254
529,0.000278
530,0.000278
531,0.000150
532,0.000150
533,0.000150
534,0.000182
535,0.000150
536,0.000150
537,0.000214
538,0.000278
539,0.000214
540,0.000150
541,0.000150
542,0.000193
543,0.000332
544,0.000150
545,0.000150
546,0.000460
547,0.000150
548,0.000150
549,0.000214
550,0.000150
551,0.000150
552,0.000150
553,0.000150
554,0.000150
555,0.000150
556,0.000268
557,0.000150
558,0.000278
559,0.000368
560,0.000314
561,0.000150
562,0.000386
563,0.000214
564,0.000386
565,0.000487
566,0.000150
567,0.000150
568,0.000278
569,0.000332
570,0.000226
571,0.000214
572,0.000150
573,0.000150
574,0.000150
575,0.000150
576,0.000150
577,0.000150
578,0.000150
579,0.000182
580,0.000150
581,0.000150
582,0.000150
583,0.000150
584,0.000150
585,0.000405
586,0.000150
587,0.000214
588,0.000278
589,0.000150
590,0.000568
591,0.000433
592,0.000150
593,0.000384
594,0.000314
595,0.000189
596,0.000150
597,0.000150
598,0.000150
599,0.000150
600,0.000150
601,0.000342
602,0.000150
603,0.000150
604,0.000150
605,0.000150
606,0.000150
607,0.000278
608,0.000214
609,0.000514
610,0.000214
611,0.000150
612,0.000150
613,0.000150
614,0.000150
615,0.000150
616,0.000150
617,0.000278
618,0.000150
619,0.000150
620,0.000342
621,0.000441
622,0.000150
623,0.000193
624,0.000505
625,0.000150
626,0.000278
627,0.000278
628,0.000214
629,0.000150
630,0.000278
631,0.000320
632,0.000278
633,0.000193
634,0.000150
635,0.000318
636,0.000268
637,0.000232
638,0.000622
639,0.000150
640,0.000278
641,0.000150
642,0.000278
643,0.000150
644,0.000150
645,0.000278
646,0.000150
647,0.000150
648,0.000150
649,0.000150
650,0.000214
651,0.000278
652,0.000278
653,0.000150
654,0.000278
655,0.000150
656,0.000150
657,0.000278
658,0.000150
659,0.000150
660,0.000150
661,0.000268
662,0.000150
663,0.000182
664,0.000150
665,0.000150
666,0.000150
667,0.000150
668,0.000214
669,0.000278
670,0.000150
671,0.000150
672,0.000150
673,0.000150
674,0.000150
675,0.000150
676,0.000150
677,0.000150
678,0.000150
679,0.000214
680,0.000150
681,0.000150
682,0.000214
683,0.000150
684,0.000320
685,0.000150
686,0.000332
687,0.000278
688,0.000150
689,0.000278
690,0.000150
691,0.000150
692,0.000150
693,0.000150
694,0.000214
695,0.000386
696,0.000150
697,0.000150
698,0.000193
699,0.000150
700,0.000150
701,0.000150
702,0.000150
703,0.000150
704,0.000316
705,0.000150
706,0.000193
707,0.000409
708,0.000514
709,0.000442
710,0.000214
711,0.000150
712,0.000278
713,0.000469
714,0.000150
715,0.000150
716,0.000332
717,0.000332
718,0.000551
719,0.000150
720,0.000278
721,0.000386
722,0.000150
723,0.000514
724,0.000278
725,0.000320
726,0.000150
727,0.000150
728,0.000150
729,0.000432
730,0.000150
731,0.000150
732,0.000150
733,0.000278
734,0.000278
735,0.000150
736,0.000193
737,0.000150
738,0.000150
739,0.000278
740,0.000214
741,0.000150
742,0.000150
743,0.000278
744,0.000553
745,0.000386
746,0.000150
747,0.000505
748,0.000360
749,0.000318
750,0.000150
751,0.000150
752,0.000405
753,0.000150
754,0.000318
755,0.000278
756,0.000150
757,0.000278
758,0.000150
759,0.000214
760,0.000278
761,0.000386
762,0.000150
763,0.000278
764,0.000478
765,0.000396
766,0.000650
767,0.000182
768,0.000278
769,0.000380
770,0.000150
771,0.000150
772,0.000193
773,0.000193
774,0.000150
775,0.000150
776,0.000150
777,0.000150
778,0.000150
779,0.000278
780,0.000150
781,0.000278
782,0.000150
783,0.000150
784,0.000150
785,0.000282
786,0.000150
787,0.000150
788,0.000278
789,0.000386
790,0.000278
791,0.000150
792,0.000278
793,0.000150
794,0.000150
795,0.000150
796,0.000278
797,0.000150
798,0.000412
799,0.000150
800,0.000150
801,0.000150
802,0.000150
803,0.000150
804,0.000150
805,0.000369
806,0.000150
807,0.000150
808,0.000150
809,0.000150
810,0.000150
811,0.000150
812,0.000291
813,0.000278
814,0.000150
815,0.000150
816,0.000150
817,0.000150
818,0.000278
819,0.000150
820,0.000411
821,0.000332
822,0.000278
823,0.000284
824,0.000150
825,0.000278
826,0.000316
827,0.000150
828,0.000550
829,0.000278
830,0.000235
831,0.000342
832,0.000278
833,0.000150
834,0.000386
835,0.000214
836,0.000214
837,0.000150
838,0.000278
839,0.000150
840,0.000278
841,0.000150
842,0.000278
843,0.000193
844,0.000278
845,0.000190
846,0.000150
847,0.000365
848,0.000150
849,0.000542
850,0.000150
851,0.000310
852,0.000278
853,0.000278
854,0.000278
855,0.000150
856,0.000278
857,0.000622
858,0.000150
859,0.000405
860,0.000386
861,0.000150
862,0.000150
863,0.000150
864,0.000342
865,0.000150
866,0.000150
867,0.000150
868,0.000369
869,0.000278
870,0.000445
871,0.000150
872,0.000796
873,0.000278
874,0.000150
875,0.000150
876,0.000150
877,0.000386
878,0.000150
879,0.000150
880,0.000214
881,0.000150
882,0.000556
883,0.000278
884,0.000278
885,0.000278
886,0.000537
887,0.000342
888,0.000338
889,0.000278
890,0.000847
891,0.000193
892,0.000314
893,0.000150
894,0.000150
895,0.000278
896,0.000214
897,0.000278
898,0.000150
899,0.000150
900,0.000278
901,0.000920
902,0.000214
903,0.000150
904,0.000193
905,0.000150
906,0.000150
907,0.000150
908,0.000342
909,0.000514
910,0.000278
911,0.000150
912,0.000150
913,0.000150
914,0.000150
915,0.000176
916,0.000150
917,0.000193
918,0.000150
919,0.000405
920,0.000506
921,0.000278
922,0.000150
923,0.000150
924,0.000342
925,0.000332
926,0.000150
927,0.000150
928,0.000278
929,0.000150
930,0.000214
931,0.000241
932,0.000150
933,0.000150
934,0.000320
935,0.000150
936,0.000150
937,0.000514
938,0.000150
939,0.000278
940,0.000193
941,0.000150
942,0.000305
943,0.000150
944,0.000193
945,0.000150
946,0.000150
947,0.000342
948,0.000278
949,0.000150
950,0.000278
951,0.000278
952,0.000278
953,0.000150
954,0.000405
955,0.000464
956,0.000514
957,0.000150
958,0.000150
959,0.000278
960,0.000332
961,0.000505
962,0.000150
963,0.000193
964,0.000150
965,0.000150
966,0.000150
967,0.000441
968,0.000278
969,0.000514
970,0.000556
971,0.000214
972,0.000150
973,0.000587
974,0.000332
975,0.000193
976,0.000150
977,0.000150
978,0.000517
979,0.000150
980,0.000356
981,0.000150
982,0.000257
983,0.000332
984,0.000150
985,0.000278
986,0.000150
987,0.000653
988,0.000150
989,0.000278
990,0.000150
991,0.000214
992,0.000150
993,0.000150
994,0.000450
995,0.000214
996,0.000182
997,0.000422
998,0.000278
